net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,industries,self_made,cpi_country,cpi_change_country,gdp_country,life_expectancy_country
1.4,Gary Magness,69,Male,United States,United States,Denver,Media & Entertainment,FALSE,117.24,7.5,21.4277,78.5
1.4,Mao Lixiang & family,82,Male,China,China,Ningbo,Technology,TRUE,125.08,2.9,19.91,77
1.4,David McMurtry,82,Male,United Kingdom,United Kingdom,Wotton-under-Edge,Manufacturing,TRUE,119.62,1.7,2.827113185,81.3
1.4,Deepak Mehta,66,Male,India,India,Vadodara,Manufacturing,FALSE,180.44,7.7,2.611,69.4
1.4,Miao Shouliang,68,Male,China,China,Shenzhen,Real Estate,TRUE,125.08,2.9,19.91,77
1.4,Miao Yongjun,55,Male,China,China,Zhengzhou,Healthcare,TRUE,125.08,2.9,19.91,77
1.4,Yoshiko Mori,82,Female,Japan,Japan,Tokyo,Real Estate,FALSE,105.48,0.5,5.081769542,84.2
1.4,Marius Nacht,57,Male,Israel,Israel,Tel Aviv,Technology,TRUE,108.15,0.8,0.395098666,82.8
1.4,Tadako Nakatani,NA,Female,Japan,Japan,Kobe,Healthcare,FALSE,105.48,0.5,5.081769542,84.2
1.4,Vadim Novinsky,59,Male,Ukraine,Ukraine,Kiev,Metals & Mining,TRUE,281.66,7.9,0.153781069,71.6
1.4,Niti Osathanugrah,49,Male,Thailand,Thailand,Bangkok,Finance & Investments,FALSE,113.27,0.7,0.543649976,76.9
1.4,Gretel Packer,57,Female,Australia,Australia,Sydney,Finance & Investments,FALSE,119.8,1.6,1.392680589,82.7
1.4,Pan Longquan,58,Male,China,China,Nanjing,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Pan Shiyi,60,Male,China,China,Beijing,Real Estate,TRUE,125.08,2.9,19.91,77
1.4,David Paul,56,Male,United States,United States,Audubon,Healthcare,TRUE,117.24,7.5,21.4277,78.5
1.4,Tom Persson,38,Male,Sweden,Sweden,Stockholm,Fashion & Retail,FALSE,110.51,1.8,0.530832909,82.5
1.4,Qian Jinghong,50,Female,China,China,Wuxi,Automotive,TRUE,125.08,2.9,19.91,77
1.4,Qin Long,57,Male,China,China,Qingdao,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,M.Satyanarayana Reddy,65,Male,India,India,Hyderabad,Healthcare,TRUE,180.44,7.7,2.611,69.4
1.4,Mochtar Riady & family,93,Male,Indonesia,Indonesia,Jakarta,Diversified,TRUE,151.18,3,1.119190781,71.5
1.4,Rihanna,35,Female,Barbados,United States,Los Angeles,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
1.4,Boris Rotenberg,66,Male,Russia,Russia,Moscow,Construction & Engineering,TRUE,180.75,4.5,1.699876579,72.7
1.4,Subhash Runwal,79,Male,India,India,Mumbai,Real Estate,TRUE,180.44,7.7,2.611,69.4
1.4,Igor Rybakov,50,Male,Russia,Russia,Moscow,Manufacturing,TRUE,180.75,4.5,1.699876579,72.7
1.4,Carlos Sanchez,61,Male,Brazil,Brazil,Santo Andre,Healthcare,FALSE,167.4,3.7,1.839758041,75.7
1.4,Martin Selig,85,Male,United States,United States,Seattle,Real Estate,TRUE,117.24,7.5,21.4277,78.5
1.4,Airat Shaimiev,61,Male,Russia,Russia,Kazan,Energy,TRUE,180.75,4.5,1.699876579,72.7
1.4,Radik Shaimiev,58,Male,Russia,Russia,Kazan,Energy,TRUE,180.75,4.5,1.699876579,72.7
1.4,Nobutoshi Shimamura,97,Male,Japan,Japan,Saitama,Fashion & Retail,TRUE,105.48,0.5,5.081769542,84.2
1.4,Jared Smith,48,Male,United States,United States,Provo,Technology,TRUE,117.24,7.5,21.4277,78.5
1.4,Charlotte Soderstrom,46,Female,Sweden,Sweden,Stockholm,Fashion & Retail,FALSE,110.51,1.8,0.530832909,82.5
1.4,Anand Surana,52,Male,India,India,Bangalore,Healthcare,FALSE,180.44,7.7,2.611,69.4
1.4,Dilip Surana,57,Male,India,India,Bangalore,Healthcare,FALSE,180.44,7.7,2.611,69.4
1.4,Wilma Tisch,95,Female,United States,United States,New York,Finance & Investments,FALSE,117.24,7.5,21.4277,78.5
1.4,Jianyi Wang,60,Male,China,China,Hangzhou,Technology,TRUE,125.08,2.9,19.91,77
1.4,Wang Jilei,58,Male,China,China,Shanghai,Logistics,TRUE,125.08,2.9,19.91,77
1.4,Shuifu Wang,68,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Wang Yanqing & family,76,Female,China,China,Weihai,Manufacturing,FALSE,125.08,2.9,19.91,77
1.4,Wang Zelong,26,Male,China,China,Jiaozuo,Metals & Mining,FALSE,125.08,2.9,19.91,77
1.4,Werner O. Weber,84,Male,Switzerland,Switzerland,Zurich,Manufacturing,TRUE,99.55,0.4,0.703082435,83.6
1.4,Anne Werninghaus,37,Female,Brazil,Brazil,Joinville,Manufacturing,FALSE,167.4,3.7,1.839758041,75.7
1.4,"Alfred West, Jr.",80,Male,United States,United States,Paoli,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.4,Bo Wu,68,Male,China,China,Nanjing,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Wu Chaoqun,53,Male,China,China,Meishan,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Swift Xie,43,Male,China,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
1.4,Xu Guozhong & family,59,Male,China,China,Changzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Yao Kuizhang,58,Male,China,China,Hengshui,Food & Beverage,TRUE,125.08,2.9,19.91,77
1.4,Yu Peidi,63,Male,Hong Kong,China,Shanghai,Real Estate,TRUE,125.08,2.9,19.91,77
1.4,Yuan Liping,52,Female,Canada,China,Shenzhen,Healthcare,FALSE,125.08,2.9,19.91,77
1.4,Zhang Chuanwei & family,60,Male,China,China,Zhongshan,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Zhang Keqiang,62,Male,China,China,Guangzhou,Real Estate,TRUE,125.08,2.9,19.91,77
1.4,Zhang Xin,57,Female,China,China,Beijing,Real Estate,TRUE,125.08,2.9,19.91,77
1.4,Xinghai Zhang & family,60,Male,China,China,Chongqing,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Zheng Jianjiang & family,62,Male,China,China,Ningbo,Manufacturing,TRUE,125.08,2.9,19.91,77
1.4,Zhong Sheng Jian,65,Male,Singapore,Singapore,Singapore,Real Estate,TRUE,114.41,0.6,0.372062527,83.1
1.4,Zhou Chengjian,57,Male,China,China,Shanghai,Fashion & Retail,TRUE,125.08,2.9,19.91,77
1.4,Boris Zingarevich,63,Male,Russia,Russia,Saint Petersburg,Diversified,TRUE,180.75,4.5,1.699876579,72.7
1.3,A. Jayson Adair,53,Male,United States,United States,Dallas,Automotive,TRUE,117.24,7.5,21.4277,78.5
1.3,Soegiarto Adikoesoemo,85,Male,Indonesia,Indonesia,Surabaya,Logistics,TRUE,151.18,3,1.119190781,71.5
1.3,Rajendra Agarwal,64,Male,India,India,Mumbai,Healthcare,TRUE,180.44,7.7,2.611,69.4
1.3,Chirayu Amin,76,Male,India,India,Baroda,Healthcare,FALSE,180.44,7.7,2.611,69.4
1.3,Anant Asavabhokhin,72,Male,Thailand,Thailand,Bangkok,Real Estate,TRUE,113.27,0.7,0.543649976,76.9
1.3,Roman Avdeev,55,Male,Russia,Russia,Moscow,Finance & Investments,TRUE,180.75,4.5,1.699876579,72.7
1.3,Ziv Aviram,64,Male,Israel,Israel,Mevaseret Zion,Automotive,TRUE,108.15,0.8,0.395098666,82.8
1.3,Sachin Bansal,41,Male,India,India,Bangalore,Fashion & Retail,TRUE,180.44,7.7,2.611,69.4
1.3,Kiki Barki,83,Male,Indonesia,Indonesia,Jakarta,Energy,TRUE,151.18,3,1.119190781,71.5
1.3,Elena Baturina,60,Female,Russia,United Kingdom,London,Construction & Engineering,TRUE,119.62,1.7,2.827113185,81.3
1.3,Banwari Lal Bawri,70,Male,India,India,Mumbai,Healthcare,TRUE,180.44,7.7,2.611,69.4
1.3,Othman Benjelloun & family,90,Male,Morocco,Morocco,Casablanca,Finance & Investments,FALSE,111.07,0.2,0.11872528,76.5
1.3,Hari Bhartia,66,Male,India,India,Delhi,Diversified,FALSE,180.44,7.7,2.611,69.4
1.3,Shyam Bhartia,70,Male,India,India,Delhi,Healthcare,FALSE,180.44,7.7,2.611,69.4
1.3,Stewart Butterfield,50,Male,Canada,United States,Aspen,Technology,TRUE,117.24,7.5,21.4277,78.5
1.3,Cai Mingtong,71,Male,China,China,Quanzhou,Technology,TRUE,125.08,2.9,19.91,77
1.3,Anthony Casalena,40,Male,United States,United States,Monkton,Technology,TRUE,117.24,7.5,21.4277,78.5
1.3,Chang Jianming & family,58,Male,China,China,Shanghai,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Richard Chang,76,Male,Taiwan,Taiwan,Taipei,Real Estate,TRUE,NA,NA,NA,NA
1.3,Chen Xuehua,62,Male,China,China,Tongxiang,Metals & Mining,TRUE,125.08,2.9,19.91,77
1.3,Chen Yin,50,Male,China,China,Shanghai,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Chin Jong Hwa,64,Male,Taiwan,Taiwan,Taoyuan,Automotive,TRUE,NA,NA,NA,NA
1.3,R. Marcelo Claure,52,Male,United States,United States,Miami Beach,Telecom,TRUE,117.24,7.5,21.4277,78.5
1.3,Alberto Cortina,77,Male,Spain,Spain,Madrid,Finance & Investments,TRUE,110.96,0.7,1.394116311,83.3
1.3,Eduardo Costantini,76,Male,Argentina,Argentina,Buenos Aires,Real Estate,TRUE,232.75,53.5,0.449663447,76.5
1.3,Wenjun Dai,54,Male,China,China,Changsha,Food & Beverage,TRUE,125.08,2.9,19.91,77
1.3,Anand Deshpande,60,Male,India,India,Pune,Technology,TRUE,180.44,7.7,2.611,69.4
1.3,Aydin Dogan,86,Male,Turkey,Turkey,Istanbul,Media & Entertainment,TRUE,234.44,15.2,0.754411708,77.4
1.3,Annalisa Doris,52,Female,Italy,Italy,Segrate,Finance & Investments,FALSE,110.62,0.6,2.001244392,82.9
1.3,Massimo Doris,55,Male,Italy,Italy,Milan,Finance & Investments,FALSE,110.62,0.6,2.001244392,82.9
1.3,Weimin Du,59,Male,China,China,Shenzhen,Healthcare,TRUE,125.08,2.9,19.91,77
1.3,Timothy Dunn & family,67,Male,United States,United States,Midland,Energy,TRUE,117.24,7.5,21.4277,78.5
1.3,Keiko Erikawa,74,Female,Japan,Japan,Yokohama City,Media & Entertainment,TRUE,105.48,0.5,5.081769542,84.2
1.3,Yoichi Erikawa,72,Male,Japan,Japan,Yokohama City,Media & Entertainment,TRUE,105.48,0.5,5.081769542,84.2
1.3,Philip Fayer,45,Male,Canada,Canada,Montreal,Finance & Investments,TRUE,116.76,1.9,1.73642563,81.9
1.3,Marvy Finger,87,Male,United States,United States,Houston,Real Estate,TRUE,117.24,7.5,21.4277,78.5
1.3,Simona Giorgetta,45,Female,Italy,Italy,Milan,Construction & Engineering,FALSE,110.62,0.6,2.001244392,82.9
1.3,Joel Greenberg,65,Male,United States,United States,Gladwyne,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,He Zhiping,59,Male,China,China,Shenzhen,Finance & Investments,TRUE,125.08,2.9,19.91,77
1.3,Heikki Herlin,36,Male,Finland,Finland,Helsinki,Manufacturing,FALSE,112.33,1,0.268761201,81.7
1.3,Hoi Kin Hong,70,Male,Macau,China,Shanghai,Real Estate,TRUE,125.08,2.9,19.91,77
1.3,Lillyn Teh Li Hua,NA,Female,Malaysia,NA,NA,Finance & Investments,FALSE,NA,NA,NA,NA
1.3,Gregg Hymowitz,57,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,Mitchell Jacobson,72,Male,United States,United States,Locust Valley,Service,FALSE,117.24,7.5,21.4277,78.5
1.3,Anurang Jain,61,Male,India,India,Aurangabad,Manufacturing,TRUE,180.44,7.7,2.611,69.4
1.3,Jiang Guiting & family,64,Male,China,China,Dezhou,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Jin Xin,56,Male,China,China,Fuxin,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Conni Jonsson,62,Male,Sweden,Sweden,Stockholm,Finance & Investments,TRUE,110.51,1.8,0.530832909,82.5
1.3,George Joseph,101,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,Laurent Junique,57,Male,France,Singapore,Singapore,Technology,TRUE,114.41,0.6,0.372062527,83.1
1.3,Zbigniew Juroszek & family,60,Male,Poland,Poland,Cieszyn,Diversified,TRUE,114.11,2.2,0.592164401,77.6
1.3,Alexander Karp,55,Male,United States,United States,Palo Alto,Technology,TRUE,117.24,7.5,21.4277,78.5
1.3,Joe Kiani,58,Male,United States,United States,Irvine,Healthcare,TRUE,117.24,7.5,21.4277,78.5
1.3,Seth Klarman,65,Male,United States,United States,Chestnut Hill,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,Kagemasa Kozuki,82,Male,Japan,Japan,Tokyo,Technology,TRUE,105.48,0.5,5.081769542,84.2
1.3,Michael Krasny,69,Male,United States,United States,Highland Park,Technology,TRUE,117.24,7.5,21.4277,78.5
1.3,Eduard Kucera,70,Male,Czech Republic,Czech Republic,Prague,Technology,TRUE,116.48,2.8,0.246489245,79
1.3,Kristo Käärmann,42,Male,Estonia,United Kingdom,London,Finance & Investments,TRUE,119.62,1.7,2.827113185,81.3
1.3,Gary Lauder,60,Male,United States,United States,Atherton,Fashion & Retail,FALSE,117.24,7.5,21.4277,78.5
1.3,Lee Hae-jin,55,Male,South Korea,South Korea,Seoul,Technology,TRUE,115.16,0.4,2.029,82.6
1.3,Art Levinson,73,Male,United States,United States,Hillsborough,Diversified,TRUE,117.24,7.5,21.4277,78.5
1.3,Li Denghai,73,Male,China,China,Laizhou,Food & Beverage,TRUE,125.08,2.9,19.91,77
1.3,Fengluan Li,61,Female,China,China,Ruzhou,Diversified,TRUE,125.08,2.9,19.91,77
1.3,Li Yongqing,58,Male,China,China,Hangzhou,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Li Zhigang,46,Male,China,China,Wuhan,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Liu Gexin & family,71,Male,China,China,Chengdu,Healthcare,TRUE,125.08,2.9,19.91,77
1.3,Itamar Locks & family,68,Male,Brazil,Brazil,Rondonopolis,Food & Beverage,FALSE,167.4,3.7,1.839758041,75.7
1.3,Lu Hongyan,45,Male,China,China,Xiamen,Media & Entertainment,TRUE,125.08,2.9,19.91,77
1.3,Lv Jianming,58,Male,Hong Kong,China,Hangzhou,Healthcare,TRUE,125.08,2.9,19.91,77
1.3,Blairo Maggi,66,Male,Brazil,Brazil,Cuiaba,Food & Beverage,FALSE,167.4,3.7,1.839758041,75.7
1.3,Yasseen Mansour,61,Male,Egypt,Egypt,Cairo,Diversified,TRUE,288.57,9.2,0.303175128,71.8
1.3,Charlwin Mao,NA,Male,China,China,Shanghai,Fashion & Retail,TRUE,125.08,2.9,19.91,77
1.3,George Marcus,81,Male,United States,United States,Los Altos Hills,Real Estate,TRUE,117.24,7.5,21.4277,78.5
1.3,Yves-Loic Martin,57,Male,France,France,Nantes,Healthcare,TRUE,110.05,1.1,2.715518274,82.5
1.3,Carsten Maschmeyer,63,Male,Germany,Germany,Munich,Finance & Investments,TRUE,112.85,1.4,3.845630031,80.9
1.3,Lillian Teh Li Ming,NA,Female,Malaysia,NA,NA,Finance & Investments,FALSE,NA,NA,NA,NA
1.3,Martin Moller Nielsen,58,Male,Denmark,Switzerland,Lugano,Logistics,TRUE,99.55,0.4,0.703082435,83.6
1.3,Jahm Najafi,60,Male,United States,United States,Paradise Valley,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,Randal Nardone,67,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.3,Nguyen Dang Quang,59,Male,Vietnam,Vietnam,Ho Chi Minh City,Food & Beverage,TRUE,163.52,2.8,0.261921245,75.3
1.3,Kazuo Okada,80,Male,Japan,Japan,Tokyo,Gambling & Casinos,TRUE,105.48,0.5,5.081769542,84.2
1.3,John Oyler,55,Male,United States,United States,NA,Healthcare,TRUE,117.24,7.5,21.4277,78.5
1.3,William Teh Lee Pang,NA,Male,Malaysia,NA,NA,Finance & Investments,FALSE,NA,NA,NA,NA
1.3,George Pedersen & family,87,Male,United States,United States,McLean,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
1.3,Qu Miranda,38,Female,China,China,Shanghai,Fashion & Retail,TRUE,125.08,2.9,19.91,77
1.3,Jupally Rameshwar Rao,67,Male,India,India,Hyderabad,Real Estate,TRUE,180.44,7.7,2.611,69.4
1.3,G. M. Rao,72,Male,India,India,Bangalore,Logistics,TRUE,180.44,7.7,2.611,69.4
1.3,P.V. Ramprasad Reddy,65,Male,India,India,Hyderabad,Healthcare,TRUE,180.44,7.7,2.611,69.4
1.3,Satish Reddy,55,Male,India,India,Hyderabad,Healthcare,FALSE,180.44,7.7,2.611,69.4
1.3,Fernando Roig,75,Male,Spain,Spain,Valencia,Fashion & Retail,FALSE,110.96,0.7,1.394116311,83.3
1.3,Igor Rotenberg,49,Male,Russia,Russia,Moscow,Diversified,TRUE,180.75,4.5,1.699876579,72.7
1.3,Seifeddin Rustamov,60,Male,Russia,United States,NA,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
1.3,Deniz Sahenk,77,Female,Turkey,Turkey,Istanbul,Diversified,FALSE,234.44,15.2,0.754411708,77.4
1.3,Nobutada Saji,77,Male,Japan,Japan,Tokyo,Food & Beverage,FALSE,105.48,0.5,5.081769542,84.2
1.3,Hajime Satomi,81,Male,Japan,Japan,Tokyo,Gambling & Casinos,TRUE,105.48,0.5,5.081769542,84.2
1.3,James Scapa,66,Male,United States,United States,Atherton,Technology,TRUE,117.24,7.5,21.4277,78.5
1.3,Stephan Schnabel,48,Male,Germany,NA,NA,Manufacturing,FALSE,NA,NA,NA,NA
1.3,Devi Shetty,70,Male,India,India,Bangalore,Healthcare,TRUE,180.44,7.7,2.611,69.4
1.3,Albert Shigaboutdinov,70,Male,Russia,Russia,Kazan,Diversified,TRUE,180.75,4.5,1.699876579,72.7
1.3,Diana Teh Li Shing,NA,Female,Malaysia,NA,NA,Finance & Investments,FALSE,NA,NA,NA,NA
1.3,Denis Shtengelov,50,Male,Russia,Australia,Gold Coast,Food & Beverage,TRUE,119.8,1.6,1.392680589,82.7
1.3,Fei Song,56,Male,China,China,Yantai,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Hal Steinbrenner,54,Male,United States,United States,Tampa,Sports,FALSE,117.24,7.5,21.4277,78.5
1.3,Jessica Steinbrenner,59,Female,United States,United States,Tampa,Sports,FALSE,117.24,7.5,21.4277,78.5
1.3,Jennifer Steinbrenner Swindal,63,Female,United States,United States,Tampa,Sports,FALSE,117.24,7.5,21.4277,78.5
1.3,Konstantin Strukov & family,64,Male,Russia,Russia,Chelyabinsk,Metals & Mining,TRUE,180.75,4.5,1.699876579,72.7
1.3,Rustem Sulteev,69,Male,Russia,Russia,Kazan,Energy,TRUE,180.75,4.5,1.699876579,72.7
1.3,Clemens Toennies,66,Male,Germany,Germany,Rheda-Wiedenbrück,Food & Beverage,TRUE,112.85,1.4,3.845630031,80.9
1.3,Robert Toennies,44,Male,Germany,Germany,Rheda-Wiedenbrück,Food & Beverage,FALSE,112.85,1.4,3.845630031,80.9
1.3,John Van Lieshout,77,Male,Australia,Australia,Brisbane,Real Estate,TRUE,119.8,1.6,1.392680589,82.7
1.3,Pongsak Viddayakorn,89,Male,Thailand,Thailand,Bangkok,Healthcare,TRUE,113.27,0.7,0.543649976,76.9
1.3,Wang Jianguo,63,Male,China,China,Nanjing,Fashion & Retail,TRUE,125.08,2.9,19.91,77
1.3,Junjin Wang,54,Male,China,China,Shanghai,Service,TRUE,125.08,2.9,19.91,77
1.3,Wang Mingwang,55,Male,China,China,Shenzhen,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Wei Lidong & family,47,Male,China,China,Shanghai,Technology,TRUE,125.08,2.9,19.91,77
1.3,Myron Wentz,83,Male,St. Kitts and Nevis,Cayman Islands,Grand Cayman,Fashion & Retail,TRUE,NA,NA,NA,NA
1.3,Wu Xiaoge,50,Female,China,China,Chengdu,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Wu Xushun & family,74,Male,China,China,Wuhu,Diversified,TRUE,125.08,2.9,19.91,77
1.3,Xiong Xiaochuan,57,Male,China,China,Shenzhen,Healthcare,TRUE,125.08,2.9,19.91,77
1.3,Xu Shaochun,60,Male,China,China,Shenzhen,Technology,TRUE,125.08,2.9,19.91,77
1.3,Yan Jane & family,53,Female,China,China,Beijing,Technology,TRUE,125.08,2.9,19.91,77
1.3,Zeng Chaoyi,54,Male,China,China,Changsha,Manufacturing,TRUE,125.08,2.9,19.91,77
1.3,Peng Zhao,52,Male,China,China,Beijing,Service,TRUE,125.08,2.9,19.91,77
1.3,Zhao Tongtong,56,Female,Canada,Hong Kong,Hong Kong,Service,TRUE,NA,NA,NA,NA
1.3,Kostyantin Zhevago,49,Male,Ukraine,Ukraine,Kiev,Metals & Mining,TRUE,281.66,7.9,0.153781069,71.6
1.3,Zong Yanmin,NA,Male,China,China,Jinan,Manufacturing,TRUE,125.08,2.9,19.91,77
1.2,Sanjay Agarwal,52,Male,India,India,Jaipur,Finance & Investments,TRUE,180.44,7.7,2.611,69.4
1.2,Hamad bin Jassim bin Jaber Al Thani,63,Male,Qatar,Qatar,Doha,Finance & Investments,FALSE,115.38,-0.7,0.183466209,80.1
1.2,Joao Alves de Queiroz Filho,70,Male,Brazil,Brazil,São Paulo,Diversified,TRUE,167.4,3.7,1.839758041,75.7
1.2,Jose Maria Aristrain,60,Male,Spain,Switzerland,Gstaad,Metals & Mining,FALSE,99.55,0.4,0.703082435,83.6
1.2,Michael Arougheti,50,Male,United States,United States,Nyack,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.2,Tope Awotona,41,Male,United States,United States,Atlanta,Technology,TRUE,117.24,7.5,21.4277,78.5
1.2,Mehmet Aydinlar,66,Male,Turkey,Turkey,Istanbul,Healthcare,TRUE,234.44,15.2,0.754411708,77.4
1.2,Danna Azrieli,55,Female,Israel,Israel,Herzliya,Real Estate,FALSE,108.15,0.8,0.395098666,82.8
1.2,Naomi Azrieli,57,Female,Canada,Canada,Toronto,Real Estate,FALSE,116.76,1.9,1.73642563,81.9
1.2,Sharon Azrieli,62,Female,Canada,Canada,Montreal,Real Estate,FALSE,116.76,1.9,1.73642563,81.9
1.2,Bai Houshan,59,Male,China,China,Ningbo,Energy,TRUE,125.08,2.9,19.91,77
1.2,Thomas Bailey,86,Male,United States,United States,Aspen,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.2,Bernhard Braun-Luedicke,46,Male,Germany,Germany,Melsungen,Healthcare,FALSE,112.85,1.4,3.845630031,80.9
1.2,Eva Maria Braun-Luedicke,36,Female,Germany,Germany,Melsungen,Healthcare,FALSE,112.85,1.4,3.845630031,80.9
1.2,Friederike Braun-Luedicke,39,Female,Germany,Germany,Melsungen,Healthcare,FALSE,112.85,1.4,3.845630031,80.9
1.2,Jeffrey Cheah,78,Male,Malaysia,Malaysia,Kuala Lumpur,Real Estate,TRUE,121.46,0.7,0.364701518,76
1.2,Chen Xianbao & family,63,Male,China,China,Hefei,Food & Beverage,TRUE,125.08,2.9,19.91,77
1.2,Cheng Xianfeng,54,Male,China,China,Hefei,Healthcare,TRUE,125.08,2.9,19.91,77
1.2,Chung Yong-jin,54,Male,South Korea,South Korea,Seoul,Fashion & Retail,FALSE,115.16,0.4,2.029,82.6
1.2,Darwin Deason,82,Male,United States,United States,Dallas,Service,TRUE,117.24,7.5,21.4277,78.5
1.2,Diego Della Valle,69,Male,Italy,Italy,Sant'' Elpidio A Mare,Fashion & Retail,FALSE,110.62,0.6,2.001244392,82.9
1.2,Ashwin Desai,71,Male,India,India,Surat,Manufacturing,TRUE,180.44,7.7,2.611,69.4
1.2,Richard Desmond,71,Male,United Kingdom,United Kingdom,London,Media & Entertainment,TRUE,119.62,1.7,2.827113185,81.3
1.2,Ding Shui Po,52,Male,China,China,Quanzhou,Fashion & Retail,FALSE,125.08,2.9,19.91,77
1.2,Sefik Yilmaz Dizdar,85,Male,Turkey,Turkey,Istanbul,Fashion & Retail,TRUE,234.44,15.2,0.754411708,77.4
1.2,Mathias Doepfner,60,Male,Germany,Germany,Potsdam,Media & Entertainment,FALSE,112.85,1.4,3.845630031,80.9
1.2,Farhad Ebrahimi,84,Male,United States,United States,Denver,Manufacturing,TRUE,117.24,7.5,21.4277,78.5
1.2,Jose Roberto Ermirio de Moraes,65,Male,Brazil,Brazil,Sao Paulo,Diversified,FALSE,167.4,3.7,1.839758041,75.7
1.2,Jose Ermirio de Moraes Neto,70,Male,Brazil,Brazil,Sao Paulo,Diversified,FALSE,167.4,3.7,1.839758041,75.7
1.2,Fang Hongbo,56,Male,China,China,Shunde,Manufacturing,TRUE,125.08,2.9,19.91,77
1.2,David Feffer,66,Male,Brazil,Brazil,São Paulo,Manufacturing,FALSE,167.4,3.7,1.839758041,75.7
1.2,Zsolt Felcsuti,51,Male,Hungary,Hungary,NA,Manufacturing,TRUE,121.64,3.3,0.160967158,75.8
1.2,Ben Francis,30,Male,United Kingdom,United Kingdom,Birmingham,Fashion & Retail,TRUE,119.62,1.7,2.827113185,81.3
1.2,Gary Friedman,65,Male,United States,United States,Belvedere,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
1.2,Dan Gertler,49,Male,Israel,Israel,Bnei Brak,Metals & Mining,FALSE,108.15,0.8,0.395098666,82.8
1.2,Balkrishan Goenka,56,Male,India,India,Mumbai,Manufacturing,TRUE,180.44,7.7,2.611,69.4
1.2,Lawrence Golub,63,Male,United States,United States,New York,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.2,Saroj Rani Gupta,72,Female,India,India,Delhi,Manufacturing,TRUE,180.44,7.7,2.611,69.4
1.2,Anthony Hall,67,Male,Australia,Australia,Melbourne,Technology,TRUE,119.8,1.6,1.392680589,82.7
1.2,Fahed Hariri,42,Male,Lebanon,United Kingdom,London,Construction & Engineering,FALSE,119.62,1.7,2.827113185,81.3
1.2,Richard Hayne,75,Male,United States,United States,Philadelphia,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
1.2,Michael Heine,73,Male,Australia,Australia,Melbourne,Finance & Investments,TRUE,119.8,1.6,1.392680589,82.7
1.2,Orion Hindawi,43,Male,United States,United States,Seattle,Technology,TRUE,117.24,7.5,21.4277,78.5
1.2,Lawrence Ho,46,Male,Hong Kong,Hong Kong,Hong Kong,Gambling & Casinos,FALSE,NA,NA,NA,NA
1.2,Huang Guanlin,58,Male,China,China,Ningbo,Fashion & Retail,TRUE,125.08,2.9,19.91,77
1.2,Sam Hupert,68,Male,Australia,Australia,Melbourne,Technology,TRUE,119.8,1.6,1.392680589,82.7
1.2,Mohammed Ibrahim,76,Male,United Kingdom,United Kingdom,London,Telecom,TRUE,119.62,1.7,2.827113185,81.3
1.2,Shirley Kao,66,Female,Taiwan,Taiwan,Tainan,Food & Beverage,FALSE,NA,NA,NA,NA
1.2,David Kaplan,55,Male,United States,United States,Los Angeles,Finance & Investments,TRUE,117.24,7.5,21.4277,78.5
1.2,Kim Kardashian,42,Female,United States,United States,Hidden Hills,Fashion & Retail,TRUE,117.24,7.5,21.4277,78.5
1.2,Ke Guihua,57,Male,China,China,Shanghai,Manufacturing,TRUE,125.08,2.9,19.91,77
