year,net_worth,full_name,age,gender,country_of_citizenship,country_of_residence,city_of_residence,self_made,wealth_status,industries,region_gdp,industry_gdp
2017,1.3,"B. Wayne Hughes, Jr.",56,Male,United States,United States,Malibu,FALSE,Decreased,Real Estate,19.5,2.525
2017,1.3,Irwin Jacobs,83,Male,United States,United States,La Jolla,TRUE,Increased,Technology,19.5,1.01
2017,1.3,Michael Jordan,54,Male,United States,United States,Jupiter,TRUE,Increased,Sports,19.5,NA
2017,1.3,Sidney Kimmel,89,Male,United States,United States,New York,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.3,William Koch,76,Male,United States,United States,Palm Beach,FALSE,Decreased,Energy,19.5,NA
2017,1.3,James Leininger,71,Male,United States,United States,San Antonio,TRUE,Remained Even,Health care,19.5,1.4713
2017,1.3,Maggie Hardy Knox,51,Female,United States,United States,Belle Vernon,FALSE,Decreased,Service,19.5,NA
2017,1.3,Vincent McMahon,71,Male,United States,United States,Greenwich,TRUE,Returned to List,Sports,19.5,NA
2017,1.3,Alexander Rovt,64,Male,United States,United States,New York,TRUE,Remained Even,Manufacturing,19.5,2.1096999999999997
2017,1.3,Thomas Sandell,56,Male,Sweden,United States,New York,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,1.3,Bryan Sheffield,38,Male,United States,United States,Austin,FALSE,NA,Energy,19.5,NA
2017,1.3,William Stone,61,Male,United States,United States,Naples,TRUE,Increased,Technology,19.5,1.01
2017,1.3,Kenneth Tuchman,57,Male,United States,United States,Denver,TRUE,Increased,Service,19.5,NA
2017,1.3,Dan Wilks,60,Male,United States,United States,Cisco,TRUE,Remained Even,Energy,19.5,NA
2017,1.3,Farris Wilks,65,Male,United States,United States,Cisco,TRUE,Remained Even,Energy,19.5,NA
2017,1.2,Edmund Ansin,81,Male,United States,United States,Miami Beach,FALSE,Decreased,Media & Entertainment,19.5,0.21380000000000002
2017,1.2,Charles Brandes,74,Male,United States,United States,San Diego,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.2,Darwin Deason,76,Male,United States,United States,Dallas,TRUE,Decreased,Service,19.5,NA
2017,1.2,John Farber,91,Male,United States,United States,New York,TRUE,Decreased,Manufacturing,19.5,2.1096999999999997
2017,1.2,Stephen Feinberg,56,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.2,J. Christopher Flowers,59,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.2,Donald Friese,76,Male,United States,United States,Los Angeles,TRUE,Increased,Manufacturing,19.5,2.1096999999999997
2017,1.2,Anne Gittinger,81,Female,United States,United States,Seattle,FALSE,Decreased,Fashion & Retail,19.5,1.1789
2017,1.2,Richard Hayne,69,Male,United States,United States,Philadelphia,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.2,J. Tomilson Hill,68,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.2,"Cargill MacMillan, III.",57,Male,United States,United States,Boulder,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.2,John MacMillan,67,Male,United States,United States,Plymouth,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.2,Martha MacMillan,65,Female,United States,United States,Orono,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.2,William MacMillan,62,Male,United States,United States,Englewood,FALSE,Increased,Food & Beverage,19.5,0.6174
2017,1.2,Bruce Nordstrom,83,Male,United States,United States,Seattle,FALSE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.2,Mark Pincus,51,Male,United States,United States,San Francisco,TRUE,Increased,Technology,19.5,1.01
2017,1.2,Michael Price,64,Male,United States,United States,Far Hills,FALSE,Remained Even,Finance & Investments,19.5,1.508
2017,1.2,Chris Sacca,41,Male,United States,United States,Truckee,TRUE,NA,Finance & Investments,19.5,1.508
2017,1.2,Edward Stack,62,Male,United States,United States,Sewickley,TRUE,Returned to List,Fashion & Retail,19.5,1.1789
2017,1.2,Kevin Systrom,33,Male,United States,United States,San Francisco,TRUE,NA,Technology,19.5,1.01
2017,1.1,Thomas Bailey,80,Male,United States,United States,Aspen,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,1.1,Sara Blakely,46,Female,United States,United States,Atlanta,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1.1,Robert Citrone,52,Male,United States,United States,Southport,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1.1,John Collison,26,Male,Ireland,United States,San Francisco,TRUE,NA,Technology,19.5,1.01
2017,1.1,Patrick Collison,28,Male,Ireland,United States,San Francisco,TRUE,NA,Technology,19.5,1.01
2017,1.1,Jamie Dimon,61,Male,United States,United States,New York,TRUE,NA,Finance & Investments,19.5,1.508
2017,1.1,Thomas James,74,Male,United States,United States,Saint Petersburg,FALSE,NA,Finance & Investments,19.5,1.508
2017,1.1,Isaac Larian,62,Male,United States,United States,Los Angeles,TRUE,Returned to List,Manufacturing,19.5,2.1096999999999997
2017,1.1,William Lauder,56,Male,United States,United States,New York,FALSE,Decreased,Fashion & Retail,19.5,1.1789
2017,1.1,John Martin,65,Male,United States,United States,Hillsborough,TRUE,Decreased,Health care,19.5,1.4713
2017,1.1,Andrea Reimann-Ciardelli,60,Female,United States,United States,Hanover,FALSE,Increased,Fashion & Retail,19.5,1.1789
2017,1.1,Steven Roth,75,Male,United States,United States,New York,TRUE,Returned to List,Real Estate,19.5,2.525
2017,1.1,Brian Sheth,41,Male,United States,United States,Austin,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,1.1,Thomas Tull,46,Male,United States,United States,Westlake Village,TRUE,Remained Even,Media & Entertainment,19.5,0.21380000000000002
2017,1.1,Sandy Weill,83,Male,United States,United States,Sonoma,TRUE,Increased,Finance & Investments,19.5,1.508
2017,1,Marc Andreessen,45,Male,United States,United States,Atherton,TRUE,NA,Finance & Investments,19.5,1.508
2017,1,Yvon Chouinard,78,Male,United States,United States,Ventura,TRUE,NA,Fashion & Retail,19.5,1.1789
2017,1,Bharat Desai,64,Male,United States,United States,Fisher Island,TRUE,Decreased,Technology,19.5,1.01
2017,1,Paul Fireman,73,Male,United States,United States,Brookline,TRUE,Remained Even,Fashion & Retail,19.5,1.1789
2017,1,Ken Grossman,62,Male,United States,United States,Chico,TRUE,Remained Even,Food & Beverage,19.5,0.6174
2017,1,David Hindawi,72,Male,United States,United States,Berkeley,TRUE,Remained Even,Technology,19.5,1.01
2017,1,Orion Hindawi,37,Male,United States,United States,Piedmont,TRUE,Remained Even,Technology,19.5,1.01
2017,1,Drew Houston,34,Male,United States,United States,San Francisco,TRUE,Remained Even,Technology,19.5,1.01
2017,1,Howard Jenkins,66,Male,United States,United States,Tampa,FALSE,Decreased,Fashion & Retail,19.5,1.1789
2017,1,David Kabiller,53,Male,United States,United States,Greenwich,TRUE,NA,Finance & Investments,19.5,1.508
2017,1,Thomas Kaplan,54,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,19.5,1.508
2017,1,Nancy Lerner,56,Female,United States,United States,Cleveland,FALSE,Remained Even,Finance & Investments,19.5,1.508
2017,1,Norma Lerner,80,Female,United States,United States,Cleveland,FALSE,Remained Even,Finance & Investments,19.5,1.508
2017,1,Randolph Lerner,55,Male,United States,United States,Cleveland,FALSE,Remained Even,Finance & Investments,19.5,1.508
2017,1,John Liew,49,Male,United States,United States,Greenwich,TRUE,NA,Finance & Investments,19.5,1.508
2017,1,William Macaulay,71,Male,United States,United States,Greenwich,TRUE,Remained Even,Energy,19.5,NA
2017,1,George Marcus,75,Male,United States,United States,Los Altos Hills,TRUE,Remained Even,Real Estate,19.5,2.525
2017,1,Lowell Milken,68,Male,United States,United States,Los Angeles,TRUE,Returned to List,Finance & Investments,19.5,1.508
2017,1,Jonathan Oringer,42,Male,United States,United States,Miami Beach,TRUE,Returned to List,Technology,19.5,1.01
2017,1,John Schnatter,55,Male,United States,United States,Louisville,TRUE,NA,Food & Beverage,19.5,0.6174
2017,1,Martin Selig,79,Male,United States,United States,Seattle,TRUE,Decreased,Real Estate,19.5,2.525
2017,1,Evan Sharp,34,Male,United States,United States,San Francisco,TRUE,Remained Even,Technology,19.5,1.01
2017,1,O. Bruton Smith & family,90,Male,United States,United States,Charlotte,TRUE,Returned to List,Automotive,19.5,NA
2017,1,Axel Stawski,66,Male,United States,United States,Sagaponack,TRUE,NA,Real Estate,19.5,2.525
2017,1,Michael Steinhardt,76,Male,United States,United States,Mount Kisco,TRUE,Decreased,Finance & Investments,19.5,1.508
2018,112,Jeff Bezos,54,Male,United States,United States,Seattle,TRUE,Increased,Technology,20.5,1.0415
2018,90,Bill Gates,62,Male,United States,United States,Medina,TRUE,Increased,Technology,20.5,1.0415
2018,84,Warren Buffett,87,Male,United States,United States,Omaha,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,71,Mark Zuckerberg,33,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,60,Charles Koch,82,Male,United States,United States,Wichita,FALSE,Increased,Diversified,20.5,NA
2018,60,David Koch,77,Male,United States,United States,New York,FALSE,Increased,Diversified,20.5,NA
2018,58.5,Larry Ellison,73,Male,United States,United States,Woodside,TRUE,Increased,Technology,20.5,1.0415
2018,50,Michael Bloomberg,76,Male,United States,United States,New York,TRUE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,48.8,Larry Page,44,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,47.5,Sergey Brin,44,Male,United States,United States,Los Altos,TRUE,Increased,Technology,20.5,1.0415
2018,46.4,Jim Walton,69,Male,United States,United States,Bentonville,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,46.2,Rob Walton,73,Male,United States,United States,Bentonville,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,46,Alice Walton,68,Female,United States,United States,Fort Worth,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,38.5,Sheldon Adelson,84,Male,United States,United States,Las Vegas,TRUE,Increased,Gambling & Casinos,20.5,NA
2018,38.4,Steve Ballmer,61,Male,United States,United States,Hunts Point,TRUE,Increased,Technology,20.5,1.0415
2018,29.6,Phil Knight & family,80,Male,United States,United States,Hillsboro,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,23.6,Jacqueline Mars,78,Female,United States,United States,The Plains,FALSE,Decreased,Food & Beverage,20.5,0.6474
2018,23.6,John Mars,82,Male,United States,United States,Jackson,FALSE,Decreased,Food & Beverage,20.5,0.6474
2018,22.7,Michael Dell,53,Male,United States,United States,Austin,TRUE,Increased,Technology,20.5,1.0415
2018,21.7,Paul Allen,65,Male,United States,United States,Mercer Island,TRUE,Increased,Technology,20.5,1.0415
2018,20.3,Thomas Peterffy,73,Male,United States,United States,Palm Beach,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,20,James Simons,79,Male,United States,United States,East Setauket,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,19.9,Elon Musk,46,Male,United States,United States,Los Angeles,TRUE,Increased,Automotive,20.5,NA
2018,18.8,Laurene Powell Jobs & family,54,Female,United States,United States,Palo Alto,FALSE,Decreased,NA,20.5,NA
2018,17.7,Ray Dalio,68,Male,United States,United States,Greenwich,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,16.8,Carl Icahn,82,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,16.3,Donald Bren,85,Male,United States,United States,Newport Beach,TRUE,Increased,Real Estate,20.5,2.6834000000000002
2018,15.9,Abigail Johnson,56,Female,United States,United States,Milton,FALSE,Increased,Finance & Investments,20.5,1.5748
2018,15.9,Lukas Walton,31,Male,United States,United States,Jackson,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,15,Rupert Murdoch & family,86,Male,United States,United States,New York,TRUE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,14.1,Harold Hamm & family,72,Male,United States,United States,Oklahoma City,TRUE,Increased,Energy,20.5,NA
2018,14,Steve Cohen,61,Male,United States,United States,Greenwich,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,14,Dustin Moskovitz,33,Male,United States,United States,San Francisco,TRUE,Increased,Technology,20.5,1.0415
2018,13.4,Charles Ergen,65,Male,United States,United States,Denver,TRUE,Decreased,Media & Entertainment,20.5,0.22719999999999999
2018,13.4,Eric Schmidt,62,Male,United States,United States,Atherton,TRUE,Increased,Technology,20.5,1.0415
2018,13,Philip Anschutz,78,Male,United States,United States,Denver,FALSE,Increased,Finance & Investments,20.5,1.5748
2018,13,Jim Kennedy,70,Male,United States,United States,Atlanta,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,13,Alain Wertheimer,69,Male,France,United States,New York,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,13,Gerard Wertheimer,67,Male,France,United States,New York,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,12.9,Leonard Lauder,80,Male,United States,United States,New York,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,12.6,Stephen Schwarzman,71,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,12.3,Donald Newhouse,88,Male,United States,United States,Somerset County,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,11.6,Andrew Beal,65,Male,United States,United States,Dallas,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,11.5,"John Menard, Jr.",78,Male,United States,United States,Eau Claire,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,11,David Tepper,60,Male,United States,United States,Miami Beach,TRUE,Remained Even,Finance & Investments,20.5,1.5748
2018,10.5,Pierre Omidyar,50,Male,United States,United States,Honolulu,TRUE,Increased,Technology,20.5,1.0415
2018,9.8,Ronald Perelman,75,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,9.7,Micky Arison,68,Male,United States,United States,Bal Harbour,FALSE,Increased,Service,20.5,NA
2018,9.6,"Thomas Frist, Jr. & family",79,Male,United States,United States,Nashville,TRUE,Increased,Health care,20.5,1.5347
2018,9.4,Charles Schwab,80,Male,United States,United States,Woodside,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,9.3,"Herbert Kohler, Jr. & family",79,Male,United States,United States,Kohler,FALSE,Increased,Manufacturing,20.5,2.2618
2018,9.1,Jan Koum,42,Male,United States,United States,Santa Clara,TRUE,Increased,Technology,20.5,1.0415
2018,9,James Goodnight,75,Male,United States,United States,Cary,TRUE,Decreased,Technology,20.5,1.0415
2018,9,Ken Griffin,49,Male,United States,United States,Chicago,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,8.7,James Chambers,60,Male,United States,United States,Palisades,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,8.7,Katharine Rayner,73,Female,United States,United States,East Hampton,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,8.7,Margaretta Taylor,75,Female,United States,United States,Southampton,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,8.5,Gordon Moore,89,Male,United States,United States,Woodside,TRUE,Increased,Technology,20.5,1.0415
2018,8.3,Stanley Kroenke,70,Male,United States,United States,Columbia,TRUE,Increased,Sports,20.5,NA
2018,8.1,John Malone,76,Male,United States,United States,Elizabeth,TRUE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,8,Carl Cook,55,Male,United States,United States,Bloomington,FALSE,Increased,Health care,20.5,1.5347
2018,8,David Geffen,75,Male,United States,United States,Beverly Hills,TRUE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,8,George Soros,87,Male,United States,United States,Katonah,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,7.9,"Edward Johnson, III.",87,Male,United States,United States,Boston,FALSE,Increased,Finance & Investments,20.5,1.5748
2018,7.8,David Duffield,77,Male,United States,United States,Incline Village,TRUE,Increased,Technology,20.5,1.0415
2018,7.8,George Kaiser,75,Male,United States,United States,Tulsa,FALSE,Decreased,Energy,20.5,NA
2018,7.8,Patrick Soon-Shiong,65,Male,United States,United States,Los Angeles,TRUE,Decreased,Health care,20.5,1.5347
2018,7.6,Stephen Ross,77,Male,United States,United States,New York,TRUE,Increased,Real Estate,20.5,2.6834000000000002
2018,7.4,Pauline MacMillan Keinath,84,Female,United States,United States,St. Louis,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,7.3,Eli Broad,84,Male,United States,United States,Los Angeles,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,7.3,Christy Walton,69,Female,United States,United States,Jackson,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,7.2,Shahid Khan,67,Male,United States,United States,Naples,TRUE,Decreased,Automotive,20.5,NA
2018,7.1,John Doerr,66,Male,United States,United States,Woodside,TRUE,Increased,Technology,20.5,1.0415
2018,6.8,David Green & family,76,Male,United States,United States,Oklahoma City,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,6.8,Hank & Doug Meijer,NA,Male,United States,United States,Grand Rapids,FALSE,Decreased,Fashion & Retail,20.5,1.2235999999999998
2018,6.8,Andreas von Bechtolsheim & family,62,Male,Germany,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,6.6,Brian Acton,46,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,6.6,Ann Walton Kroenke,69,Female,United States,United States,Columbia,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,6.5,Leon Black,66,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,6.5,John Paulson,62,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,6.4,David Shaw,66,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,6.4,John A. Sobrato & family,78,Male,United States,United States,Atherton,TRUE,Remained Even,Real Estate,20.5,2.6834000000000002
2018,6.3,Daniel Gilbert,56,Male,United States,United States,Franklin,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,6.2,Richard Kinder,73,Male,United States,United States,Houston,TRUE,Decreased,Energy,20.5,NA
2018,6.2,Robert Kraft,76,Male,United States,United States,Brookline,TRUE,Increased,Sports,20.5,NA
2018,6.2,Ralph Lauren,78,Male,United States,United States,New York,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,6.1,Les Wexner & family,80,Male,United States,United States,New Albany,TRUE,Decreased,Fashion & Retail,20.5,1.2235999999999998
2018,6,David Cheriton,66,Male,Canada,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,6,Whitney MacMillan,88,Male,United States,United States,Minneapolis,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,5.9,Valerie Mars,59,Female,United States,United States,New York,FALSE,NA,Food & Beverage,20.5,0.6474
2018,5.9,Victoria Mars,61,Female,United States,United States,Newtown Square,FALSE,NA,Food & Beverage,20.5,0.6474
2018,5.8,Nancy Walton Laurie,66,Female,United States,United States,Henderson,FALSE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,5.8,Judy Love & family,81,NA,United States,United States,Oklahoma City,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,5.8,Robert Rowling,64,Male,United States,United States,Dallas,FALSE,Decreased,Energy,20.5,NA
2018,5.8,Dennis Washington,83,Male,United States,United States,Missoula,TRUE,Decreased,Logistics,20.5,0.6772999999999999
2018,5.7,David Sun,66,Male,United States,United States,Irvine,TRUE,Increased,Technology,20.5,1.0415
2018,5.7,John Tu,76,Male,United States,United States,Rolling Hills,TRUE,Increased,Technology,20.5,1.0415
2018,5.7,Hansjoerg Wyss,83,Male,Switzerland,United States,Wilson,TRUE,Increased,Health care,20.5,1.5347
2018,5.6,Jensen Huang,55,Male,United States,United States,Los Altos,TRUE,Increased,Technology,20.5,1.0415
2018,5.6,Charles Johnson,85,Male,United States,United States,Palm Beach,FALSE,Decreased,Finance & Investments,20.5,1.5748
2018,5.6,Jerry Jones,75,Male,United States,United States,Dallas,TRUE,Increased,Sports,20.5,NA
2018,5.6,Richard LeFrak & family,72,Male,United States,United States,New York,FALSE,Decreased,Real Estate,20.5,2.6834000000000002
2018,5.6,Steven Rales,66,Male,United States,United States,Santa Barbara,TRUE,Increased,Manufacturing,20.5,2.2618
2018,5.5,Dannine Avara,53,Female,United States,United States,Houston,FALSE,Decreased,Energy,20.5,NA
2018,5.5,Scott Duncan,35,Male,United States,United States,Houston,FALSE,Decreased,Energy,20.5,NA
2018,5.5,Milane Frantz,48,Female,United States,United States,Houston,FALSE,Decreased,Energy,20.5,NA
2018,5.5,Diane Hendricks,71,Female,United States,United States,Afton,TRUE,Increased,Construction & Engineering,20.5,0.8891
2018,5.5,Gabe Newell,55,Male,United States,United States,Seattle,TRUE,Increased,Gambling & Casinos,20.5,NA
2018,5.5,Randa Williams,56,Female,United States,United States,Houston,FALSE,Decreased,Energy,20.5,NA
2018,5.4,Richard DeVos & family,92,Male,United States,United States,Holland,TRUE,Decreased,Service,20.5,NA
2018,5.4,George Roberts,74,Male,United States,United States,Atherton,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,5.4,"Edward Roski, Jr.",79,Male,United States,United States,Los Angeles,FALSE,Increased,Real Estate,20.5,2.6834000000000002
2018,5.3,Jim Davis & family,74,Male,United States,United States,Newton,TRUE,Increased,Manufacturing,20.5,2.2618
2018,5.3,David Filo,51,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,5.3,Henry Kravis,74,Male,United States,United States,New York,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,5.2,Israel Englander,69,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,20.5,1.5748
2018,5.2,Marian Ilitch,85,Female,United States,United States,Bingham Farms,TRUE,Decreased,Food & Beverage,20.5,0.6474
2018,5.2,Bruce Kovner,73,Male,United States,United States,New York,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,5.2,George Lucas,73,Male,United States,United States,San Anselmo,TRUE,Decreased,Media & Entertainment,20.5,0.22719999999999999
2018,5.2,"Robert Rich, Jr.",77,Male,United States,United States,Islamorada,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,5.1,Bernard Marcus,88,Male,United States,United States,Atlanta,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,5.1,Fred Smith,73,Male,United States,United States,Memphis,TRUE,Increased,Logistics,20.5,0.6772999999999999
2018,5.1,Ronda Stryker,63,Female,United States,United States,Portage,FALSE,Increased,Health care,20.5,1.5347
2018,5,Martha Ingram & family,82,Female,United States,United States,Nashville,FALSE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,5,Karen Pritzker,60,Female,United States,United States,Branford,FALSE,Increased,Service,20.5,NA
2018,4.9,Robert Bass,69,Male,United States,United States,Fort Worth,FALSE,Increased,Energy,20.5,NA
2018,4.9,Marc Benioff,53,Male,United States,United States,San Francisco,TRUE,Increased,Technology,20.5,1.0415
2018,4.9,Charles Dolan & family,91,Male,United States,United States,Oyster Bay,TRUE,Increased,Media & Entertainment,20.5,0.22719999999999999
2018,4.9,Ray Lee Hunt,74,Male,United States,United States,Dallas,FALSE,Increased,Energy,20.5,NA
2018,4.9,John Overdeck,48,Male,United States,United States,Millburn,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,4.9,Sumner Redstone,94,Male,United States,United States,Beverly Hills,FALSE,Decreased,Media & Entertainment,20.5,0.22719999999999999
2018,4.9,Reinhold Schmieding,63,Male,United States,United States,Naples,TRUE,Increased,Health care,20.5,1.5347
2018,4.9,David Siegel,56,Male,United States,United States,Scarsdale,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,4.9,Sam Zell,76,Male,United States,United States,Chicago,TRUE,Decreased,Real Estate,20.5,2.6834000000000002
2018,4.8,Garrett Camp,39,Male,Canada,United States,San Francisco,TRUE,Decreased,Technology,20.5,1.0415
2018,4.8,Bubba Cathy,63,Male,United States,United States,Atlanta,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,4.8,Dan Cathy,65,Male,United States,United States,Atlanta,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,4.8,"Rupert Johnson, Jr.",77,Male,United States,United States,Burlingame,FALSE,Decreased,Finance & Investments,20.5,1.5748
2018,4.8,Travis Kalanick,41,Male,United States,United States,San Francisco,TRUE,Decreased,Technology,20.5,1.0415
2018,4.8,Trevor Rees-Jones,66,Male,United States,United States,Dallas,TRUE,Decreased,Energy,20.5,NA
2018,4.8,Jeff Skoll,53,Male,United States,United States,Palo Alto,TRUE,Increased,Technology,20.5,1.0415
2018,4.8,Daniel Ziff,46,Male,United States,United States,New York,FALSE,Remained Even,Finance & Investments,20.5,1.5748
2018,4.8,Dirk Ziff,53,Male,United States,United States,North Palm Beach,FALSE,Remained Even,Finance & Investments,20.5,1.5748
2018,4.8,Robert Ziff,51,Male,United States,United States,New York,FALSE,Remained Even,Finance & Investments,20.5,1.5748
2018,4.7,Stanley Druckenmiller,64,Male,United States,United States,New York,TRUE,Remained Even,Finance & Investments,20.5,1.5748
2018,4.7,Ted Lerner & family,92,Male,United States,United States,Chevy Chase,TRUE,Decreased,Real Estate,20.5,2.6834000000000002
2018,4.7,Gwendolyn Sontheim Meyer,56,Female,United States,United States,Rancho Santa Fe,FALSE,Increased,Food & Beverage,20.5,0.6474
2018,4.7,J. Christopher Reyes,64,Male,United States,United States,Hobe Sound,TRUE,Increased,Food & Beverage,20.5,0.6474
2018,4.7,Jude Reyes,62,Male,United States,United States,Palm Beach,TRUE,Increased,Food & Beverage,20.5,0.6474
2018,4.7,Sheldon Solow,89,Male,United States,United States,New York,TRUE,Increased,Real Estate,20.5,2.6834000000000002
2018,4.6,"Jeremy Jacobs, Sr.",78,Male,United States,United States,East Aurora,FALSE,Increased,Service,20.5,NA
2018,4.6,Chris Larsen,57,Male,United States,United States,San Francisco,TRUE,NA,Finance & Investments,20.5,1.5748
2018,4.5,"Paul Tudor Jones, II.",63,Male,United States,United States,Greenwich,TRUE,Decreased,Finance & Investments,20.5,1.5748
2018,4.5,John Sall,69,Male,United States,United States,Cary,TRUE,Remained Even,Technology,20.5,1.0415
2018,4.5,Leonard Stern,79,Male,United States,United States,New York,FALSE,Increased,Real Estate,20.5,2.6834000000000002
2018,4.4,Tamara Gustavson,56,Female,United States,United States,Malibu,FALSE,Decreased,Service,20.5,NA
2018,4.4,John Morris,69,Male,United States,United States,Springfield,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,4.4,Robert F. Smith,55,Male,United States,United States,Austin,TRUE,Increased,Finance & Investments,20.5,1.5748
2018,4.4,Russ Weiner,47,Male,United States,United States,Delray Beach,TRUE,Increased,Food & Beverage,20.5,0.6474
2018,4.3,Jeronimo Arango & family,92,Male,Mexico,United States,Los Angeles,TRUE,Increased,Fashion & Retail,20.5,1.2235999999999998
2018,4.3,Rocco Commisso,68,Male,United States,United States,Saddle River,TRUE,NA,Telecom,20.5,NA
2018,4.3,Tilman Fertitta,60,Male,United States,United States,Houston,TRUE,Increased,Food & Beverage,20.5,0.6474
2018,4.3,Terrence Pegula,66,Male,United States,United States,Boca Raton,TRUE,Increased,Energy,20.5,NA
2018,4.3,Robert Pera,39,Male,United States,United States,San Jose,TRUE,Increased,Technology,20.5,1.0415
2018,4.3,Gary Rollins,73,Male,United States,United States,Atlanta,FALSE,Increased,Service,20.5,NA
2018,4.3,Randall Rollins,86,Male,United States,United States,Atlanta,FALSE,Increased,Service,20.5,NA
2018,4.3,Alejandro Santo Domingo,41,Male,United States,United States,New York,FALSE,Decreased,Food & Beverage,20.5,0.6474
2018,4.3,Andres Santo Domingo,39,Male,United States,United States,New York,FALSE,Decreased,Food & Beverage,20.5,0.6474
